position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,hasPaidProductPlacement,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
11,UCAMExYqcweM7PUebKfmLdFA,"Ian Neves",nuOT_-IJUNE,2025-01-29T21:29:48Z,"2025-01-29 21:29:48","BIG TECHS E A LIBERDADE DE EXPRESSÃO","*Apoie o canal* : ▶️ Seja *membro* e tenha acesso aos vídeos das lives na íntegra. ▶️ Apoise: https://apoia.se/historiapublica *Siga:* ▶️ Canal de Ensaios: https://www.youtube.com/c/HistóriaPúblicaOficial ▶️ Redes Sociais: https://linktr.ee/historiapublica ▶️ Discord da Soberana: https://discord.gg/sd4wAHPTJe ▶️ Loja da Soberana: https://loja.soberana.tv/ Deixe o like! Se inscreva! Ative o sino Organize-se: - Unidade Popular: Procure o Instagram da UP do seu Estado ou preencha o formulário: https://www.unidadepopular.org.br/filie-se-2 - CeZPEM: https://www.instagram.com/centrozoiaprestes/ - JuRe https://www.instagram.com/juristasrevolucionarios/ - Sameca https://www.instagram.com/sameca.psi/ Links: https://www.youtube.com/shorts/-iP66GLbqEE https://www.bbc.com/portuguese/articles/c5y7g25yljyo https://g1.globo.com/mundo/eleicoes-nos-eua/2024/noticia/2024/10/16/elon-musk-doa-milhoes-trump-campanha-presidencial.ghtml https://noticias.uol.com.br/ultimas-noticias/afp/2025/01/07/jean-marie-le-pen-o-provocador-rosto-da-extrema-direita-na-franca.htm https://piaui.folha.uol.com.br/no-facebook-brasil-paralelo-e-recordista-de-gastos-com-propaganda-politica/ https://www1.folha.uol.com.br/ilustrada/2022/06/produtora-brasil-paralelo-e-quem-mais-paga-anuncios-politicos-do-google.shtml https://apublica.org/nota/brasil-paralelo-gastou-r-300-mil-em-anuncios-contra-maria-da-penha/ https://g1.globo.com/tecnologia/noticia/2022/12/16/jornalistas-que-cobrem-elon-musk-tem-contas-no-twitter-suspensas.ghtml https://g1.globo.com/tecnologia/noticia/2022/12/15/twitter-suspende-conta-pessoal-de-jack-sweeney-jovem-que-rastreava-jatinho-de-musk.ghtml https://www.bbc.com/portuguese/articles/cgjv0j0p1jpo https://agenciagov.ebc.com.br/noticias/202407/brasil-tem-potencial-para-ampliar-producao-de-litio-de-2-para-25-sgb https://www.bbc.com/portuguese/articles/cv2edkw84zmo https://www.youtube.com/watch?v=2_WM4bIZO_0","historia pública,ian neves,noticias,liberdade de expressão,big techs,censura digital,elon musk,trump,redes sociais,fake news,propaganda política,controle midiático,youtube,facebook,twitter,big techs e política,regulação das redes,mark zukemberg,limites do humor,regulamentaçao das redes sociais,regulamentaçao das big techs,censura",27,Education,"Politics,Society",PT36M9S,2169,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/nuOT_-IJUNE/maxresdefault.jpg,1,,,,,223484,22196,,0,767
12,UCWcx5M5negY_kqSawo2bjZQ,"Tabata Amaral",h7S1PakNIO8,2022-11-09T20:47:49Z,"2022-11-09 20:47:49","A sua liberdade de expressão termina quando ameaça a existência do outro",,,25,"News & Politics",Society,PT56S,56,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/h7S1PakNIO8/maxresdefault.jpg,,,,,,200304,15719,,0,1012
13,UCWZoPPW7u2I4gZfhJBZ6NqQ,"Inteligência Ltda",gnC1E3qiV5k,2025-01-15T00:33:14Z,"2025-01-15 00:33:14","LIBERDADE DE EXPRESSÃO NAS REDES: TIAGO PAVINATTO - Inteligência Ltda. Podcast #1417","TIAGO PAVINATTO é apresentador, professor, doutor e mestre em Direito. Ele tem como característica a irreverência e bom humor, e vai bater um papo sobre as novas diretrizes da Meta sobre checagem de fatos. O Vilela tem como característica ser velho. Capítulos: 00:00:00 - Abertura 00:13:00 - A ética do jornalismo 00:21:00 - Todo ditador para ter sucesso 00:27:00 - O poder do povo criticar 00:38:00 - Eu como povo posso criticar tudo 00:42:00 - O que está acontecendo em relação ao meta 00:53:00 - Checagem de fatos 01:03:00 - Ou eles apagam da lei 01:15:00 - Se limitou a expressão eu não invento 01:21:00 - Liberdade de expressão nos EUA Comece o ano com as melhores roupas do mercado! #InsiderStore Use meu cupom INTELIGENCIA para desbloquear um desconto especial! https://creators.insiderstore.com.br/InteligenciaLTDA Conheça os projetos da APROSOJA Mato Grosso no instagram deles: https://www.instagram.com/aprosojamt 💡Você já imaginou como seria a sua vida se você fosse funcionário público? https://estra.ink/3PxjDyz Comece o ano com as melhores roupas do mercado! #InsiderStore Use meu cupom INTELIGENCIA para desbloquear um desconto especial! https://creators.insiderstore.com.br/InteligenciaLTDA JOGOS DO APOCALIPSE | LIGUE OS PONTOS & ACORDES - Rogério Vilela https://jamboeditora.com.br/produto/jogos-do-apocalipse/ Linha de óculos do Vilela: https://www.dutyotica.com.br/duty-by-vilela.html Seja membro do canal!! https://www.youtube.com/channel/UCWZoPPW7u2I4gZfhJBZ6NqQ/join 🔪 CORTES DO PODCAST | Inteligência Ltda. https://www.youtube.com/channel/UCvmWNQH4c2T3Triih3lftiw --------------------------------------------- ☎ 📧 Contato: inteligencialimitada@gmail.com Quer mandar presentes úteis para nós? CAIXA POSTAL 81969 | CEP: 05619-970 | São Paulo - SP #Podcast #RogerioVilela #InteligenciaLtda ----------------- ANFITRIÃO: Rogério Vilela - Insta: @vilela | Twitter: @rogeriovilela - Canal de Stand-up: Rogério Vilela CAPTAÇÃO, PRODUÇÃO E EDIÇÃO: Fábrica de Quadrinhos ROTEIRO: Fabio Mantoanelli REALIZAÇÃO: Fábrica de Quadrinhos","podcast,Rogério Vilela,conversa,bate papo,inteligencia,inteligencia limitada,inteligencia ltda,convidados,live,ao vivo,Cortes,cortes podpah",24,Entertainment,"Humour,Society",PT1H54M14S,3254,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/gnC1E3qiV5k/maxresdefault.jpg,1,,,,,190549,16129,,0,922
14,UCQRPDZMSwXFEDS67uc7kIdg,"Buenas Ideias",zQzedwJZ6Cs,2022-02-13T14:00:18Z,"2022-02-13 14:00:18","LIBERDADE DE EXPRESSÃO - EDUARDO BUENO","Liberdade de expressão? Eduardo Bueno faz uso da sua para dizer que lugar de quem defende nazista é no campo de concentração, atrás das cercas elétricas do cancelamento, sob o ladrar das sirenes da lacração. Lembrando que para transformar o tal de Flow em “flush” , basta dar a descarga… Enfim, eis ai uma doce pílula dourada pra amenizar seu almoço de domingo… Tags: | CAMISETAS DO CANAL BUENAS IDEIAS DISPONÍVEL | https://bit.ly/camisas_buenas | COMPRE OS LIVROS DE EDUARDO BUENO | • Dicionário da Independência - 200 anos em 200 verbetes - Editora Piu https://amzn.to/2TRgBbz • Coleção Brasilis - Eduardo Bueno - Sextante: https://amzn.to/34qFnCt • A Viagem do Descobrimento - Eduardo Bueno - Sextante: https://amzn.to/2EadNys • Náufragos, Traficantes e Degredados - Eduardo Bueno - Sextante: https://amzn.to/2YKwWAz • Capitães do Brasil - Eduardo Bueno - Sextante: https://amzn.to/2ZgAx9W • A coroa, a cruz e a espada - Eduardo Bueno - Sextante: https://amzn.to/2ZatCyW | INSCREVA-SE | http://bit.ly/YTBuenasIdeias | TORNE-SE MEMBRO DO CANAL| http://bit.ly/membroBI (Recompensas e vantagens) | PUBLICIDADE, PALESTRAS E PEÇA “NÃO VAI CAIR NO ENEM” | buenasideias@flocks.tv | SIGA-NOS| • Facebook: https://www.facebook.com/buenasideias/ • Twitter: https://twitter.com/BuenasIdeias • Instagram: https://www.instagram.com/buenasideias/ Roteiro e apresentação: Eduardo Bueno Direção e edição: Daniel Curi Abertura: Gustavo Vorage Arte: Inriqi Produção: Carol Peixoto Mídias Sociais: Carina Derschum Redação: Lizia Bueno Produção Executiva: Flocks www.flocks.tv","Eduardo Bueno,Peninha,enem,vai cair no enem,caiu no enem,história,buenas ideias,HISTÓRIA DO BRASIL,peninha,história do brasil,olavo de carvalho,escravidão no brasil,brasil colonia,flow,flow podcast,flow podcast monark,flow podpah,LIBERDADE DE EXPRESSÃO - EDUARDO BUENO,monark,monark cancelado,cancelamento do monark,cancelamento,liberdade,liberdade de expressão,mamaefalei,mamãe falei,arthurdoval",27,Education,Lifestyle_(sociology),PT9M11S,551,2d,hd,false,pt-PT,pt-BR,,1,,,,,181254,29097,,0,2320
15,UCthbIFAxbXTTQEC7EcQvP1Q,"BBC News Brasil",qc21lgOMXpE,2023-05-07T12:00:28Z,"2023-05-07 12:00:28","Glossário político: O que é liberdade de expressão?","A liberdade de expressão é definida há séculos como o direito de manifestar opiniões e ideias praticamente sem obstáculos. Mas a defesa dela, na maioria dos países democráticos, passa por não violar direitos dos outros nem levar a males evitáveis. Os problemas começam a surgir quando há discordância sobre quais seriam os limites da liberdade de expressão e quem teria o poder para defini-los. Nenhum país democrático trata a liberdade de expressão como um direito ilimitado, acima dos demais e sem consequências. Mas os embates não se limitam às leis. Eles passam também por religião, jornalismo, universidades e internet. Em meio às discussões sobre o projeto de lei 2630, que pode estabelecer novas regras para a mediação e a fiscalização de postagens online, nossa repórter Nathalia Passarinho detalha, neste vídeo da série ""Glossário Político"", as origens da liberdade de expressão há milhares de anos. Em seguida, explica o que baseia os principais limites adotados (contra discurso de ódio e incitação à violência, por exemplo) e como esses limites passaram a ser considerados por alguns uma grave forma de censura. Reportagem em texto: https://www.bbc.com/portuguese/geral-62550835 Confira outros vídeos da série: https://youtube.com/playlist?list=PLCX5XjxKTpTmXjG1E4GN9VTI9BmTkvjtv Curtiu? Inscreva-se no canal da BBC News Brasil! E se quiser ler mais notícias, clique aqui: https://www.bbcbrasil.com #bbcnewsbrasil #política #história","bbc brasil,bbcbrasil,notícias internacionais,bbc news brasil,bbc,glossário político,liberdade de expressão,política,história,sociedade,sociologia,ciência política,direito",25,"News & Politics","Politics,Society",PT18M4S,1084,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/qc21lgOMXpE/maxresdefault.jpg,1,,,,,163351,7391,,0,660
16,UCwZPTyvMfjKRJBUOuZ55lIA,"Dois Pesos, Duas Medidas",v_EtU-eNKiQ,2025-01-26T13:48:50Z,"2025-01-26 13:48:50","Quem Luta pela Liberdade de Expressão?","Luis Lacombe Opina Política em sua coluna na Gazeta do Povo e traz reflexões sobre a narrativa governamental. Escolinha Do Sidônio Hoje mostra como certas autoridades se colocam acima do bem e do mal, ignorando erros próprios e apontando culpados externos. Governo Nunca Erra Nada é o tom adotado, criando um discurso que divide opiniões. Extremistas São Sempre Maus, segundo essa lógica, e qualquer crítica ao governo é desqualificada. Lacombe Critica Narrativas e analisa o impacto dessa comunicação na sociedade. Gazeta Do Povo Análise reforça como esse debate molda a política atual. Debate Sobre Verdade Política está cada vez mais necessário para entender o jogo de poder. #LuisLacombe #GazetaDoPovo #PolíticaAtual #OpiniãoBrasileira #DebatePolítico","Luis Lacombe Opina Política,Escolinha Do Sidônio Hoje,Governo Nunca Erra Nada,Extremistas São Sempre Maus,Lacombe Critica Narrativas,Gazeta Do Povo Análise,Debate Sobre Verdade Política",24,Entertainment,"Politics,Society",PT51S,51,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/v_EtU-eNKiQ/maxresdefault.jpg,1,,,,,161481,13982,,0,161
17,UC_M1ek8fhnDkz5C2zfkTxpg,"Cortes 247",uUjXJTUtI0w,2025-02-05T17:33:33Z,"2025-02-05 17:33:33","LIBERDADE DE EXPRESSÃO? ""PACOTE DE TRUMP CRIOU DITADURA, COM CENSURA NA ARTE E CIÊNCIA"" | Cortes 247","Pedro Serrano é jurista, advogado especialista em Direito Administrativo e Constitucional e professor da Faculdade de Direito da PUC-SP. Vídeo completo aqui: https://youtu.be/a-WnVDEn7XY • Seja assinante do Brasil 247 e da TV 247 em https://brasil247.com/apoio ou apoie por Pix usando a chave pix@brasil247.com.br. • Siga o canal do Brasil 247 no WhatsApp: https://whatsapp.com/channel/0029Va5CrrPD38COKOxDbM1M Este é o único canal autorizado a utilizar conteúdo jornalístico da TV 247. Todos os direitos reservados.",,22,"People & Blogs","Politics,Society",PT8M45S,525,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/uUjXJTUtI0w/maxresdefault.jpg,1,,,,,160582,16285,,0,1269
18,UC0f866RMRdL5mSVnipiOHxg,"Canal GNT",y8Z15LHYwRk,2018-11-27T20:00:09Z,"2018-11-27 20:00:09","Qual o limite entre Discurso de Ódio e Liberdade de Expressão? | Papo Rápido | Papo de Segunda","Liberdade de Expressão está acima de tudo? Até mesmo de discursos preconceituosos que podem contribuir para discursos e atos de ódio? É sobre esse limite tênue entre liberdade de expressão e discursos de ódio que Fabio Porchat, Emicida, João Vicente e Francisco Bosco conversam. #PautaDoPapo #PapoDeSegundaNoGNT #Liberdade #DiscursoDeÓdio #PoliticamenteCorreto Inscreva-se no canal GNT: http://bit.ly/canalGNT Assista aos programas na íntegra no GNT Play: http://bit.ly/IntegrasNoGNTPlay Facebook: https://www.facebook.com/canalgnt Instagram: https://instagram.com/canalgnt/ Twitter: https://twitter.com/canalgnt Pinterest: https://www.pinterest.com/canalgnt","canal gnt,GNT,canal gnt online,assistir gnt,Globosat,TV Globo,papo de segunda,discurso de odio,politicamente correto,politicamente incorreto,racismo,racismo não é crime,liberdade de expressão,opinião,direitos,direitos e garantias fundamentais,o que é discurso de ódio,propagar o odio,propaganda de odio,bolsonaro,fabio porchat bolsonaro,emicida bolsonaro,joão vicente de castro,chico bosco,discurso bolsonaro",24,Entertainment,"Politics,Society,Television_program",PT11M26S,686,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/y8Z15LHYwRk/maxresdefault.jpg,1,,,,,159438,9299,,0,538
19,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,yRzeyv413D8,2025-09-09T19:21:29Z,"2025-09-09 19:21:29","EUA dizem que usarão poderio econômico e militar por liberdade de expressão no caso Bolsonaro","A secretária de Imprensa da Casa Branca, Karoline Leavitt, afirmou hoje que os Estados Unidos não vão medir esforços para condenar supostos ataques à liberdade de expressão no mundo. #UOLNewsManhã #corte","bolsonaro,julgamento,bolsonaro julgamento,julgamento de bolsonaro,julgamento do bolsonaro,bolsonaro ao vivo,julgamento ao vivo bolsonaro,bolsonaro hoje,stf,julgamento bolsonaro hoje,moraes,moraes bolsonaro,jair,jair bolsonaro,bolsonaro preso,bolsonaro votos,bolsonaro condenado,bolsonaro votação,fux,lula,alexandre de moraes,julgamento ao vivo de bolsonaro,fux bolsonaro,stf julgamento bolsonaro,condenação bolsonaro",25,"News & Politics","Politics,Society",PT8M36S,516,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/yRzeyv413D8/maxresdefault.jpg,1,,,,,154766,6337,,0,2035
20,UCju0n7zSTdS_CH-55h8u9bw,QoT,OHVmE4NCpDc,2019-06-14T20:00:01Z,"2019-06-14 20:00:01","O QUE É LIBERDADE DE EXPRESSÃO? | DESENHANDO","No Desenhando dessa semana, Vitor traz reflexões importantes sobre a liberdade de expressão; O que é censura? Qual a diferença entre liberdade de expressão e discurso de ódio? #economia #política #educação apresentação: Vitor diCastro roteiro: Rafael Brunelli e Vitor diCastro imagens: Renan Castilho montagem e edição: Vinícius Cordeiro direção de cena: Bruno Sperança direção geral: Vitor diCastro","Desenhando: Liberdade de Expressão,discurso de odio é liberdade de expressão?,LIBERDADE DE EXPRESSÃO - Você vai ficar quieto?,Danilo Gentili | #Provocações,censura,OS LIMITES DA LIBERDADE DE EXPRESSÃO NO MUNDO CONTEMPORÂNEO | REDAÇÃO NOTA MIL | DESCOMPLICA,o que é?,qual a diferença?,stf censura,mundo contemporâneo,liberdade de expressão e o politicamente correto,Liberdade Expressão - Censura - Politicamente Correto - Religião,QoT",25,"News & Politics",Society,PT4M30S,270,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/OHVmE4NCpDc/maxresdefault.jpg,1,,,,,148844,10376,,0,608
21,UCxcDCeShqZWIUQuEo2iJSVA,AchismosTV,PH3RxAPEgA8,2025-07-01T21:00:06Z,"2025-07-01 21:00:06","#FAQ #22 | ESSE FAQ É SOBRE LIBERDADE DE EXPRESSÃO OU BAPTISTA TÁ DOIDO? | #3CONTINENTES","DIA DE FAQ! Hoje no #3CONTINENTES vamos descobrir que o Baptista não sabe o que é o amor e o Maurício vai ter que ensinar isso pra ele. Aproveita e já deixa nos comentários todas as suas perguntas, histórias que querem contar ou conselhos amorosos que querem ouvir do Paul, Baptista e Maurício! Vamos selecionar os melhores - ou piores - próximos vídeos hein! Siga no Instagram: Maurício Meirelles: https://www.instagram.com/maumeirelles/ Paul Cabannes: https://www.instagram.com/paulcabannes_/ Baptista Miranda: https://www.instagram.com/baptista_miranda/ Ah! Você já conhece nosso canal de CORTES DO ACHISMOS TV? Bora ver o melhor dos vídeos lá: youtube.com/@CortesAchismosFM Use o cupom ACHISMOS TV e garanta 15% de desconto em todo o site https://creators.insiderstore.com.br/ACHISMOSTV #insiderstore Bora ver o 3 CONTINENTES no teatro? https://uhuu.com/evento/sp/sao-paulo/3-continentes-14602 Conheça e se inscreva no meu canal de comédia: https://www.youtube.com/@COMEDIAMAURICIOMEIRELLES Vem pro meu canal no Telegram: https://bit.ly/3MDFZLh Bora ver meu show com Webbullying no teatro: https://www.mauriciomeirelles.com.br Índice do vídeo 0:00 - Imitar o Baptista é legal mesmo? 0:57 - O Baptista quer falar de amor ou liberdade de expressão? 3:35 - Pergunta 1 5:57 - Pergunta 2 8:50 - Pergunta 3 9:07 - Encerramento #achismos #conversa #podcast #mauriciomeirelles #maumeirelles #achismospodcast #3continentes #achismosopinião #achismostech #achismosreact #achismoshistorias #achismostv #faq #sac #respondendocomentários #respondendoinscritos","mau meirelles,mauricio meirelles,perdendo amigos,levando o caos,totalmente devaneio,divagando,Traumas,StandUp,maurício meirelles,achismos,achismo,conversa,bate papo,podcast,achismos tv,faq,sac,sac 3 continentes,faq 3 continentes,respondendo perguntas,respondendo inscritos,respondendo comentários,faq amoroso,paul cabannes,baptista,angola,paulo chines,3 continentes china,plb importadora,liberdade de expressão,baptista momentos engraçados,falar com as mãos",23,Comedy,Society,PT10M2S,602,2d,hd,true,pt,pt,https://i.ytimg.com/vi/PH3RxAPEgA8/maxresdefault.jpg,1,1,,,,138759,10218,,0,215
22,UCX30gpyctO6vVHc_s99n0Ag,"Cortes do Broxada [OFICIAL]",TLVcsbrCYwg,2022-11-19T19:31:30Z,"2022-11-19 19:31:30","É A LIBERDADE DE EXPRESSÃO MONARK !!!! #shorts #cortes #podcast #rage #treta #comedia #liberdade","É A LIBERDADE DE EXPRESSÃO !!!! #shorts #cortes #podcast #rage #treta #comedia #liberdade #briga #monark CUPOM MANUAL ""BROXADASINISTRA"" clique no link: https://www.manual.com.br/queda-de-cabelo?coupon=BROXADASINISTRA&utm_source=youtube&utm_medium=promo&utm_campaign=BROXADASINISTRA-NOVEMBRO INSCREVA-SE, DÊ O LIKE E ATIVE AS NOTIFICAÇÕES MAGAL TILTA COM BURRICE DE MONARK, o MONARK é MUITO BURRO Episódio completo: https://www.youtube.com/watch?v=WGXP1st8blc Apresentado por Magalzão, Totoro e Lil Vinicinho Convidado: @ronaldrios @puraneurosepodcast autorizado pelo Magal Todos os direitos são do podcast. Canal oficial: @BroxadaSinistra","cortes,broxada,cortes do broxada,frases broxada,broxada sinistra,magal,magalzão,magalzão show,rodrigo magal,totoro,lil vinicin,vinicin,lil vinicinho,gala,galatron,out of context,vídeos engraçado,humor,humor negro,brochada,brochada sinistra,vinicinho,ratão,show show,talk show show,não ouvo,engraçado,cortes podcast,ronald,rios,MONARK,randonsplays,indio,cassino,alexandre,moraes,bruno,burro,cancelado,muito,burrice,cancelamento,briga,react,tilta",23,Comedy,Entertainment,PT1M,60,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/TLVcsbrCYwg/maxresdefault.jpg,1,,,,,133172,6203,,0,184
23,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,J44W4d8qV1E,2025-11-11T18:42:09Z,"2025-11-11 18:42:09","Fux diz que admira 'liberdade de expressão' da Segunda Turma em sua estreia; veja vídeo","Estreando na Segunda Turma do STF, Luiz Fux disse que admira a ""liberdade de expressão"" em sua estreia na Turma Acompanhe a cobertura completa das principais notícias do dia em https://www.uol.com.br » Se inscreva no UOL no YouTube: http://www.youtube.com/uol » Se inscreva no UOL no Instagram: https://www.instagram.com/uoloficial » Se inscreva no UOL no TikTok: https://www.tiktok.com/@uol #UOL #UOLNews","luiz fux,fux,fux segunda turma,luiz fux segunda turma,primeira turma,stf,stf luiz fux,stf video,live stf,stf ao vivo,kids pretos no stf,trama golpista,julgamento militares,militares julgados,bolsonaro,julgamento stf,julgamento bolsonaro,julgamento golpe,julgamento trama golpista,julgamento do golpe,julgamento no stf,bolsonaro preso,bolsonaro pix,anistia,bolsonaro anistia,bolsonaro julgamento,jair bolsonaro,bolsonaro foi preso,stf julgamento",25,"News & Politics","Politics,Society",PT2M13S,133,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/J44W4d8qV1E/maxresdefault.jpg,1,,,,,121530,313,,0,128
24,UCe7pERoN0opA4dB-VbwjUiA,"Reinaldo Azevedo",QJx3dTExqf4,2024-04-18T18:18:34Z,"2024-04-18 18:18:34","Serrano: Elon Musk vai defender a liberdade de expressão nesse caso? | Cortes do Reconversa","Reinaldo Azevedo e Walfrido Warde entrevistaram Pedro Serrano, professor de Direito Constitucional da PUC-SP, para o podcast Reconversa. Gravado em 12/04/2024. Assista a íntegra aqui: https://www.youtube.com/watch?v=UlycuerHqhU","#pedroserrano,#reinaldoazevedo,#walfridowarde,#reconversa,#direitoconstitucional,#direito,#pucsp",25,"News & Politics","Politics,Society",PT46S,46,2d,hd,false,pt,pt-BR,https://i.ytimg.com/vi/QJx3dTExqf4/maxresdefault.jpg,1,,"São Paulo",-23.5557714,-46.6395571,120624,10791,,0,541
25,UCtwBWu3V9hTTlUIQ7ot9Xlg,"Spotify Brasil",83KkbkkLHaU,2025-06-24T15:07:11Z,"2025-06-24 15:07:11","MC Negão Original fala sobre funk e liberdade de expressão | A Entrevista","MC Negão Original (@mcnegaooriginal7) é um dos nomes mais respeitados do funk, com rimas afiadas que traduzem vivências das periferias brasileiras. Julia Reis (@ajulia.reis) trocou uma ideia com o artista sobre sua trajetória e a importância da liberdade de expressão na música. Um papo reto sobre arte, voz e resistência nas quebradas. Vem de play na playlist THIS IS MC NEGÃO ORIGINAL: https://open.spotify.com/playlist/37i9dQZF1DZ06evO2Ns3oT?si=1d22bdefc1c4410f 👉 Acompanhe o MC Negão Original nas redes: @mcnegaooriginal7 👉 Inscreva-se no canal pra não perder nada. Segue a gente no Instagram, X e TikTok: @spotifybrasil",,24,Entertainment,"Hip_hop_music,Lifestyle_(sociology)",PT11M48S,708,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/83KkbkkLHaU/maxresdefault.jpg,,,,,,113164,62,,0,12
26,UCv2svvDbMNunUuPs8hUUKVA,"Catraca Livre",KDhh5QhOzXI,2020-01-14T17:07:00Z,"2020-01-14 17:07:00","O que é liberdade de expressão?","O que é liberdade de expressão? Entenda o significado e a importância desse direito tão importante para todos nós neste vídeo do Catraca Explica:","wagner moura,censura,liberdade de expressão",25,"News & Politics",Knowledge,PT3M37S,217,2d,hd,false,pt,pt,https://i.ytimg.com/vi/KDhh5QhOzXI/maxresdefault.jpg,,,,,,110954,2927,,0,160
27,UC1YCNjgcdHV_fyamCr1Qrcw,animadorgas,QUzYf8tN1nQ,2022-12-22T16:58:02Z,"2022-12-22 16:58:02","A LIBERDADE DE EXPRESSÃO","Instagram: http://www.instagram.com/animadorgas Twitter: http://www.twitter.com/rodricksss_ Facebook: http://facebook.com/animadorgas Padrim: http://www.padrim.com.br/animadorgas Contato: rod.jobs20@gmail.com","animation,animação,paródia,drawing,humor,funny",1,"Film & Animation","Entertainment,Film",PT20S,20,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/QUzYf8tN1nQ/maxresdefault.jpg,1,,,,,108061,13509,,0,130
28,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,wuAYyusEAo4,2026-04-07T19:59:18Z,"2026-04-07 19:59:18","Flávio Bolsonaro processa X contra críticas; empresa cita liberdade de expressão","O senador Flávio Bolsonaro (PL-RJ) entrou na Justiça para que o X seja obrigado a informar dados pessoais de perfis que o criticaram. Em resposta, a rede social usou um argumento defendido por bolsonaristas: o de levar em conta a proteção à liberdade de expressão. UOL News vai ao ar de segunda a sexta-feira em duas edições: às 10h e às 16h. Aos sábados, o UOL News é exibido às 11h e 16h, e aos domingos, às 16h. O programa é sempre ao vivo e traz as principais notícias do dia com entrevistas e análise de colunistas. #UOLNewsNoite #CanalUOL #UOL #UOLNews #FlavioBolsonaro #Politica #corte","Flávio Bolsonaro,processo Flávio Bolsonaro,rede social X,plataforma X,liberdade de expressão,justiça brasileira,recurso judicial,notícias política,política brasileira,Elon Musk,direito digital,processo contra redes sociais,liberdade de opinião,última hora política,notícias de hoje,Flávio Bolsonaro hoje,embate jurídico,regulação de redes,defesa jurídica,decisão tribunal,jurisprudência,notícias UOL,política 2026,atualidades Brasil,debate liberdade",25,"News & Politics","Politics,Society",PT8M21S,501,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/wuAYyusEAo4/maxresdefault.jpg,1,,,,,90844,3649,,0,692
